name,role,bat_style,field_style,awards,importance,1st position batting,2nd position batting,3rd position batting,4th position batting,5th position batting,6th position batting,7th position batting,runs,batting_average,batting_innings,strike_rate,fours,sixes,bowl_style,bowling_innings,wickets,bowling_average,economy_rate,5th position bowling,6th position bowling,7th position bowling,8th position bowling,8th position batting,1st position bowling,2nd position bowling,3rd position bowling,4th position bowling,9th position batting,10th position batting,11th position batting,10th position bowling,11th position bowling,9th position bowling
Josh Little,Bowler,right-hand bat,0.0,6.0,0.8321678321678321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,12.88,53.0,88.66,20.0,5.0,left-arm fast-medium,131.0,0.0,7.76,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,29.0,9.33,0.0,0.0,0.0
Shivam Mavi,Bowler,right-hand bat,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,158.0,8.77,25.0,119.69,10.0,10.0,right-arm fast-medium,61.0,57.0,29.29,8.22,7.0,2.0,1.0,0.0,11.0,4.0,23.0,14.0,6.0,5.25,10.5,0.0,0.0,0.0,0.0
Jhye Richardson,Bowler,right-hand bat,0.0,8.0,1.157303370786516,0.0,0.0,0.0,0.0,0.0,5.0,4.0,349.0,13.96,49.0,110.44,23.0,13.0,right-arm fast,96.0,124.0,22.89,8.0,0.0,1.0,0.0,0.0,13.16,45.0,50.0,21.0,7.0,22.57,0.0,0.0,0.0,0.0,0.0
Navdeep Saini,Bowler,right-hand bat,0.0,2.0,1.213333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,10.5,18.0,81.81,5.0,0.0,right-arm fast,83.0,73.0,30.8,7.64,1.0,0.0,0.0,0.0,6.5,7.0,39.0,25.0,1.0,10.5,11.0,0.0,0.0,0.0,0.0
Tanmay Agarwal,Batter,left-hand bat,0.0,0.0,0.986111111111111,31.98,23.0,0.0,20.12,0.0,0.0,0.0,1976.0,29.49,71.0,128.81,209.0,52.0,legbreak googly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amandeep Khare,Batter,right-hand bat,0.0,0.0,0.9090909090909092,0.0,33.2,59.5,41.25,52.0,0.0,3.0,1499.0,36.56,50.0,124.39,137.0,45.0,right-arm medium,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayush Mhatre,Batter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salman Nizar,Batter,left-hand bat,0.0,2.0,1.25,0.0,0.0,21.0,11.66,115.0,40.0,0.0,450.0,45.0,22.0,146.57,27.0,27.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aniket Verma,Batter,right-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,right-arm medium-fast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumeet Verma,Batter,right-hand bat,0.0,0.0,1.057692307692307,0.0,0.0,19.56,17.22,3.66,11.25,12.5,607.0,15.56,45.0,138.58,51.0,31.0,right-arm offbreak,16.0,4.0,50.25,7.17,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manan Vohra,Batter,right-hand bat,0.0,4.0,1.165289256198347,31.11,28.84,20.42,15.66,8.0,0.0,0.0,3340.0,28.79,127.0,126.65,332.0,117.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samarth Vyas,Batter,right-hand bat,0.0,0.0,1.363636363636363,15.66,8.0,31.94,18.4,0.0,14.33,0.0,814.0,25.43,35.0,140.1,70.0,45.0,legbreak googly,3.0,1.0,46.0,8.36,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raj Angad Bawa,AllRounder,right-hand bat,0.0,4.0,1.296296296296296,17.71,34.33,26.66,19.0,12.0,15.0,0.0,674.0,23.24,31.0,118.66,56.0,16.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanjot Chahal,AllRounder,right-hand bat,0.0,12.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,4.76,44.0,53.64,1.0,0.0,legbreak googly,309.0,364.0,23.42,7.64,154.0,30.0,0.0,0.0,0.0,4.0,19.0,52.0,105.0,3.6,6.16,4.33,0.0,0.0,0.0
Musheer Khan,AllRounder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manvanth Kumar L,AllRounder,left-hand bat,0.0,1.0,0.621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.55,19.0,73.21,5.0,1.0,right-arm fast,59.0,79.0,21.75,8.49,2.0,1.0,0.0,0.0,0.0,7.0,29.0,23.0,17.0,0.0,6.0,4.25,0.0,0.0,0.0
Mayank Rawat,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,14.0,0.0,82.0,3.0,0.0,4.0,0.0,right-arm offbreak,0.0,0.0,7.84,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suryansh Shedge,AllRounder,right-hand bat,0.0,1.0,3.5,0.0,0.0,0.0,3.0,2.0,32.0,15.0,0.0,52.0,6.0,0.0,13.0,0.0,0,0.0,0.0,9.27,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hritik Shokeen,AllRounder,right-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left-arm medium-fast,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonu Yadav,AllRounder,right-hand bat,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,17.0,2.0,100.0,2.0,0.0,right-arm medium-fast,6.0,9.0,16.11,7.25,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Rithik Easwaran,Batter,right-hand bat,0.0,0.0,1.344827586206896,31.75,51.4,37.9,24.0,0.0,0.0,0.0,976.0,37.53,33.0,128.59,84.0,25.0,legbreak googly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anmol Malhotra,Batter,right-hand bat,1.0,0.0,0.5,0.0,0.0,0.0,45.0,0.0,3.0,10.0,84.0,16.8,8.0,107.69,8.0,1.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pradosh Paul,Batter,left-hand bat,0.0,2.0,1.092105263157894,29.46,20.94,23.94,19.7,13.66,43.0,0.0,1576.0,23.52,78.0,105.77,164.0,27.0,legbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karteek Sharma,Batter,right-hand bat,0.0,4.0,1.035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.37,36.0,77.9,5.0,2.0,right-arm fast-medium,172.0,151.0,31.27,7.83,3.0,1.0,0.0,0.0,0.0,58.0,70.0,16.0,3.0,2.0,4.71,0.0,0.0,0.0,0.0
Tejasvi Singh,Batter,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddharth Yadav,Batter,right-hand bat,0.0,10.0,1.048128342245989,0.0,4.0,0.0,0.0,0.0,2.0,1.0,333.0,11.1,70.0,120.65,23.0,19.0,right-arm fast,192.0,202.0,27.42,8.34,6.0,4.0,1.0,0.0,15.25,82.0,64.0,24.0,21.0,11.41,10.7,21.0,0.0,0.0,0.0
Saurabh Dubey,Bowler,right-hand bat,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left-arm medium-fast,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaqib Khan,Bowler,right-hand bat,0.0,0.0,0.7142857142857141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,100.0,0.0,0.0,right-arm medium,6.0,7.0,23.0,8.25,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Kulwant Khejroliya,Bowler,left-hand bat,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,190.0,0.0,2.0,left-arm medium-fast,25.0,26.0,26.11,8.06,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
Ankit Singh Rajpoot,Bowler,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Divesh Sharma,Bowler,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,6.66,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Naman Tiwari,Bowler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Yadav,Bowler,right-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunal Singh Chibb,Bowler,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuvraj Chudasama,Bowler,left-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,66.66,0.0,0.0,legbreak,15.0,15.0,22.6,7.18,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Deepak Devadiga,Bowler,right-hand bat,0.0,0.0,1.222222222222222,0.0,0.0,0.0,42.0,132.0,0.0,0.0,46.0,174.0,2.0,0.0,4.0,0.0,right-arm offbreak,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramesh Prasad,Bowler,right-hand bat,0.0,7.0,1.303030303030303,41.43,40.0,35.0,0.0,32.0,23.0,0.0,1197.0,38.61,36.0,155.45,121.0,61.0,right-arm offbreak,15.0,14.0,16.5,6.69,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0
Shivam Shukla,Bowler,right-hand bat,0.0,1.0,1.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,legbreak,0.0,0.0,6.3,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
Tejpreet Singh,Bowler,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Qais Ahmad,AllRounder,right-hand bat,0.0,8.0,1.030487804878048,0.0,0.0,0.0,0.0,6.0,24.0,46.66,679.0,12.34,80.0,125.27,50.0,39.0,legbreak,165.0,0.0,7.46,18.5,0.0,0.0,0.0,0.0,12.95,0.0,0.0,0.0,0.0,7.54,10.75,0.0,0.0,0.0,0.0
Charith Asalanka,AllRounder,left-hand bat,0.0,6.0,0.927536231884058,37.5,18.25,23.29,27.27,23.37,13.33,0.0,2767.0,23.44,133.0,128.39,211.0,126.0,right-arm offbreak,42.0,27.0,24.77,7.57,6.0,5.0,1.0,1.0,15.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Bracewell,AllRounder,left-hand bat,1.0,3.0,1.019867549668874,15.37,33.42,40.17,26.0,29.26,27.7,14.28,2916.0,28.31,135.0,135.43,229.0,125.0,right-arm offbreak,68.0,73.0,21.49,7.71,16.0,18.0,0.0,0.0,0.0,2.0,9.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Gudakesh Motie,AllRounder,left-hand bat,0.0,6.0,1.285714285714285,0.0,6.5,8.0,0.0,0.0,4.0,12.66,281.0,13.38,35.0,114.69,16.0,18.0,slow left-arm orthodox,78.0,86.0,22.79,7.46,17.0,17.0,7.0,0.0,8.8,14.0,2.0,5.0,24.0,29.66,15.66,0.0,0.0,0.0,0.0
Daniel Mousley,AllRounder,left-hand bat,0.0,7.0,1.035971223021582,14.0,23.9,31.8,18.0,27.66,18.0,12.28,1041.0,16.01,90.0,119.65,88.0,25.0,slow left-arm orthodox,143.0,131.0,26.13,6.34,50.0,5.0,1.0,0.0,8.0,8.0,15.0,19.0,33.0,8.33,0.0,0.0,0.0,0.0,0.0
Jamie Overton,AllRounder,right-hand bat,0.0,3.0,1.051612903225806,0.0,0.0,0.0,15.6,12.85,35.18,22.91,1586.0,20.86,114.0,157.65,107.0,94.0,right-arm fast,116.0,0.0,9.04,17.8,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,9.14,0.0,0.0,0.0,0.0,0.0
Dunith Wellalage,AllRounder,left-hand bat,0.0,4.0,1.034482758620689,0.0,0.0,0.0,12.5,23.5,16.0,22.2,440.0,16.92,35.0,107.57,49.0,7.0,slow left-arm orthodox,54.0,59.0,20.62,6.92,6.0,8.0,5.0,0.0,10.57,4.0,10.0,19.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0
Ottneil Baartman,Bowler,right-hand bat,0.0,2.0,1.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.5,12.0,44.11,0.0,0.0,right-arm medium-fast,96.0,132.0,18.18,7.21,10.0,9.0,0.0,0.0,0.0,19.0,11.0,48.0,35.0,0.0,4.0,1.0,0.0,0.0,0.0
Xavier Bartlett,Bowler,right-hand bat,0.0,2.0,1.031746031746031,0.0,0.0,0.0,0.0,0.0,7.0,12.0,257.0,15.11,34.0,111.73,23.0,4.0,right-arm fast-medium,63.0,80.0,21.93,8.37,0.0,0.0,0.0,0.0,18.2,35.0,40.0,4.0,1.0,10.66,11.0,0.0,0.0,0.0,0.0
Dilshan Madushanka,Bowler,right-hand bat,0.0,1.0,0.9183673469387752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.12,14.0,50.0,1.0,1.0,left-arm fast-medium,48.0,42.0,34.57,9.32,1.0,2.0,0.0,0.0,0.0,17.0,9.0,13.0,0.0,1.0,10.0,0.75,0.0,0.0,0.0
Adam Milne,Bowler,right-hand bat,0.0,5.0,1.133333333333333,0.0,0.0,0.0,0.0,0.0,2.0,11.0,461.0,11.24,87.0,114.96,27.0,18.0,right-arm fast,190.0,0.0,7.9,18.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,13.07,0.0,10.0,0.0,0.0,0.0
Lungisani Ngidi,Bowler,right-hand bat,0.0,6.0,1.037593984962406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.66,30.0,78.43,4.0,2.0,right-arm fast-medium,136.0,179.0,21.18,8.4,4.0,0.0,1.0,0.0,0.0,21.0,66.0,66.0,21.0,8.5,4.28,16.0,0.0,0.0,0.0
William O'Rourke,Bowler,right-hand bat,0.0,0.0,0.585365853658536,19.0,9.75,23.55,71.0,19.57,28.33,12.0,594.0,22.0,30.0,124.78,32.0,35.0,right-arm offbreak,8.0,4.0,38.25,8.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chetan Sakariya,Bowler,left-hand bat,0.0,0.0,1.044444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.57,10.0,59.52,3.0,0.0,left-arm medium-fast,45.0,65.0,20.16,7.69,1.0,1.0,0.0,0.0,0.0,14.0,41.0,7.0,1.0,5.0,3.33,0.0,0.0,0.0,0.0
Sandeep Warrier,Bowler,right-hand bat,0.0,0.0,1.366197183098591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.5,11.0,46.42,2.0,0.0,right-arm medium,84.0,78.0,26.47,7.34,0.0,0.0,0.0,0.0,0.0,50.0,27.0,1.0,0.0,0.0,13.0,4.33,0.0,0.0,0.0
Musaif Ajaz,Batter,left-hand bat,0.0,1.0,1.162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,7.83,32.0,92.76,7.0,3.0,slow left-arm orthodox,80.0,87.0,24.1,7.62,21.0,2.0,3.0,0.0,6.75,10.0,12.0,7.0,32.0,6.0,10.2,0.0,0.0,0.0,0.0
Agni Chopra,Batter,left-hand bat,0.0,1.0,0.421052631578947,0.0,287.0,32.0,0.0,0.0,0.0,0.0,94.0,319.0,1.0,0.0,12.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhimanyu Easwaran,Batter,right-hand bat,0.0,0.0,1.344827586206896,31.75,51.4,37.9,24.0,0.0,0.0,0.0,976.0,37.53,33.0,128.59,84.0,25.0,legbreak googly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudip Gharami,Batter,left-hand bat,0.0,0.0,1.194444444444444,27.0,21.5,24.85,18.2,0.0,0.0,0.0,676.0,21.12,36.0,111.92,73.0,5.0,legbreak googly,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shubham Khajuria,Batter,right-hand bat,0.0,1.0,0.807692307692307,29.43,28.0,9.6,63.0,0.0,0.0,0.0,1124.0,27.41,46.0,122.44,109.0,43.0,right-arm offbreak,2.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akhil Rawat,Batter,right-hand bat,1.0,0.0,0.416666666666666,0.0,0.0,4.0,0.0,13.0,1.0,0.0,21.0,34.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prateek Yadav,Batter,left-hand bat,0.0,0.0,1.0,3.0,0.0,0.0,0.0,11.33,24.0,3.0,64.0,10.66,6.0,128.0,5.0,2.0,0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Bazith,AllRounder,right-hand bat,0.0,5.0,1.08695652173913,32.5,58.0,31.55,6.5,0.0,0.0,0.0,1251.0,32.92,45.0,126.1,125.0,37.0,legbreak,14.0,6.0,25.66,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.C Cariappa,AllRounder,right-hand bat,0.0,0.0,0.8888888888888881,0.0,0.0,0.0,18.0,10.5,9.5,13.66,170.0,10.0,25.0,121.42,5.0,15.0,legbreak,52.0,50.0,25.28,6.54,4.0,7.0,0.0,0.0,12.33,3.0,12.0,10.0,14.0,0.75,12.5,0.0,0.0,0.0,0.0
Yuvraj Chaudhary,AllRounder,left-hand bat,0.0,2.0,1.071428571428571,47.8,0.0,0.0,0.0,0.0,0.0,0.0,478.0,47.8,11.0,153.69,45.0,27.0,slow left-arm orthodox,8.0,8.0,16.37,5.95,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Aman Khan,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,11.0,11.44,263.0,15.47,22.0,136.26,22.0,15.0,right-arm medium,10.0,4.0,40.75,8.15,0.0,0.0,0.0,0.0,14.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Sumit Kumar,AllRounder,right-hand bat,0.0,0.0,1.074074074074074,0.0,0.0,0.0,67.0,14.0,25.14,43.8,657.0,26.28,45.0,131.4,53.0,31.0,right-arm medium-fast,47.0,50.0,18.48,7.46,7.0,7.0,4.0,0.0,17.85,2.0,4.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamlesh Nagarkoti,AllRounder,right-hand bat,0.0,0.0,1.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.33,109.0,9.9,18.0,85.82,8.0,0.0,right-arm fast,31.0,29.0,27.06,7.75,6.0,1.0,2.0,0.0,10.8,0.0,6.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
Hardik Raj,AllRounder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harsh Tyagi,AllRounder,left-hand bat,0.0,0.0,0.952380952380952,0.0,0.0,0.0,12.0,8.0,72.0,16.6,321.0,22.92,27.0,134.87,24.0,16.0,slow left-arm orthodox,40.0,28.0,31.42,7.03,6.0,11.0,0.0,0.0,29.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
M. Ajnas,Batter,right-hand bat,1.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,20.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unmukt Chand,Batter,right-hand bat,0.0,0.0,1.119047619047619,28.81,12.54,19.35,16.11,0.0,0.0,5.0,1795.0,21.89,87.0,115.28,159.0,75.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tejasvi Dahiya,Batter,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,15.0,13.3,353.0,13.07,36.0,124.29,21.0,15.0,right-arm medium,44.0,55.0,20.89,7.81,10.0,1.0,0.0,0.0,8.0,0.0,1.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumit Ghadigaonkar,Batter,right-hand bat,0.0,1.0,1.461538461538461,0.0,0.0,123.0,73.0,9.0,23.0,0.0,75.0,230.0,1.0,0.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baba Indrajith,Batter,right-hand bat,0.0,1.0,0.9354838709677412,24.55,0.0,27.0,20.37,17.66,1.0,0.0,546.0,21.0,28.0,122.97,43.0,15.0,legbreak googly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammed Khan,Batter,left-hand bat,0.0,4.0,0.9615384615384612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,33.0,63.93,3.0,0.0,left-arm medium-fast,103.0,138.0,18.89,6.99,0.0,0.0,0.0,0.0,0.0,122.0,8.0,2.0,6.0,0.0,2.2,3.5,0.0,0.0,0.0
Bhagmender Lather,Batter,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,43.33,27.5,16.0,17.0,273.0,24.81,16.0,125.8,19.0,18.0,slow left-arm orthodox,23.0,18.0,30.83,8.28,5.0,5.0,1.0,0.0,20.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Baltej Dhanda,Bowler,right-hand bat,0.0,0.0,1.352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.75,6.0,100.0,2.0,0.0,right-arm medium,41.0,53.0,21.66,7.62,2.0,4.0,0.0,0.0,0.0,2.0,3.0,38.0,4.0,0.0,3.33,5.0,0.0,0.0,0.0
Ali Khan,Bowler,right-hand bat,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,slow left-arm orthodox,0.0,0.0,9.14,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ravi Kumar,Bowler,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,legbreak,0.0,0.0,6.27,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
